0,Sassy...? More like femme bots than killer blondes... #mkr
1,I've had better looking shits than these two! #MKR2015 #MKR #killerblondes
2,The girls can cook for me anytime. Just not hot pot... or spatchcock. #MKR
3,The face of very ugly promo girls ! Faces like cats arsehole #mkr excited to see them@go down tonight...literally 
4,@mykitchenrules Elegant and beautiful?Cheap and trashy!Nothing more unattractive than girls banging on about how hot hey are. #mkr #notsassy
5,Obviously natural blondes!! #mkr
6,Stop saying dumb blondes with pretty faces as you need a pretty face to pull that off!!!! #mkr
7,"""@NewIdeamagazine:They weren't kidding when they said deconstructed! #mkr"" Yeh. Seen better shit in women's magazi... Oh. Right...Sorry #MKR"
8,#mkr Omg there restaurant looks like a a little girls room oh my! Gosh
9,nothing worse than a raw cock....oh wait....#MKR
10,"Yes, we get it. You're pretty. Tone down the self promo and just cook! @mykitchenrules #MKR"
11,#mkr OH MY GAWD WE ARE LIKE SO HOT I CAN'T EVEN... 
12,"Drasko only likes his mum's hot pot, especially when she's drunk and unconscious #MKR"
13,its melting because you didnt put it in the freezer before you served it you dumb skank! #MKR
14,"If I hear ""hot"" ""pretty"" ""sassy"" ""like us"" one more time.. I will deconstruct.. #MKR #killerblondes"
15,"These 2 delusional, narcissistic hostesses on #MKR make me want to vomit my own dinner up."
16,"#MKR maybe you girls should go back to cutting up cows and pigs, don't quit your day job!! @mykitchenrules"
17,They starting to act and look like a couple of B grade hookers to me #MKR
18,Katie and Nikki have definitely proved they're not just dumb blondes with pretty faces. They're just dumb blondes. #mkr
19,Stick to your day jobs girls #MKR
20,Sorry #killerblondes but you are a long LONG way from refined. #mkr
21,I think they're deconstraucted Pro . . . mowhores #MKR
22,Catching up with #MKR. If society judges these two as pretty then I really have no friggin hope.
23,I will not be using killer blondes as a hash tag! #MKR
24,Maybe the girls should have less tickets on themselves and worry about the cooking. #MKR
25,#mkr deconstructed by girls that have deconstructed brains  ! Nearly brought up my dinner when I saw that crap on the plate
26,@mykitchenrules The Sassy Foods feeling  #MKR2015 #MKR these girls are vile people #KillerBlondes #basichotdog #nobun
27,These two are revolting #MKR #MKR2015
28,Trying to find something pretty about these blonde idiots.#MKR
29,Wish these blondes were in that How To Get Away With Murder show....#MKR
30,"Katie and Nikki - NSW - My Kitchen Rules 
When Will people learn? They are not that hot. Pride always comes before a fall."
31,Makeup time for Katie &amp; Nikki #mkr 
32,"In the words of former contestant @whatsnextjake , Katie and Nikki need to calm their farm. #MKR"
33,@_saral93 not to mention these same girls on #MKR have super inflated egos considering they didn't cook that well and aren't very nice
34,If only this Sasquatch had wings to help these girls fly out of the whole they've dug for themselves #mkr @mykitchenrules
35,@mykitchenrules My god.  You can't use a can opener?  Reminds me of a joke I know.  How do you know a blonde.....? #MKR
36,My #MKR take: Nikki and Katie should be the poster children for the obliviously mediocre  
37,"the theme for their instant restaurant appears to be ""barbie's dream narcissism kitchen"" 💋 #MKR"
38,"“@walslab: Out of the two blondes, which one is Beavis and which is Butthead #MKR” Does it matter?"
39,The menus look like they were made by a 5 year old little girl...in this case just the mental age of a 5 year old girl I guess #MKR
40,"those blond girls make me crazy, they are so annoying #mkr"
41,WTF....#mkr the girls used bought sorbet amd that was the standout!!?? Shouldn't they be disqualified? ??
42,@mykitchenrules if the vapid duo of conceit get through tonight I'm not watching again #suicideblondes #mkr
43,"I dislike Kat more than the blondes who are going to tell us they're hot another 50,000 times #MKR #notaustraliasnexttopmodel"
44,"wait, that back shot of nikki in the kitchen... she's wearing blue knickers?! honey, no. 🙅🙅🙅 #mkr #VPLonextreme"
45,"Anyone else notice that all 3 of Katie and Nikki's dishes were based on them being sluts? Sausage, cock and tarts? #MKR #MKR2015"
46,Think these two girls have wayyy to many tickets kn themselves #MKR  #PromoGirls #promogirls i think not
47,Not dumb blondes...mmm...perhaps just delusions of adequacy? #MKR
48,"How the f#*k are they ""models""? #MKR"
49,jus gonna say it...again....DUMB BITCH! #MKR
50,"Actually Nikki really is quite good looking, wait till my shots hit the newstand! #mkr #photography #fashion"
51,Just read the #killerblondes get through. Switching off. #MKR
52,The girls are going through this is fucked or are they sucking Colin's cock! #MKR
53,Guess one of em isn't too bad ;) #mkr
